CUSTOM_ID;NAME;ALIAS;DESCRIPTION;LOCATION_ADDRESS;MUNICIPALITY;LATITUDE;LONGITUDE;SUBESTACION
1,26E+14;BUG;BUGA 115 KV;S/E BUGA 115 KV;BUGA;GUADALAJARA DE BUGA, VAC;3,870459;-76,303961;BUGA 
1,26E+14;JUA;JUANCHITO 115 KV;S/E JUANCHITO 115 KV;VALLE-SANTIAGO DE CALI;SANTIAGO DE CALI, VAC;3,442428;-76,483236;JUANCHITO 
1,26E+14;CML;EL CARMELO 115 KV;S/E EL CARMELO 115 KV;CGTO EL CARMELO-CERCA A CAVASA MPIO DE CANDELARIA;CANDELARIA, VAC;3,418004;-76,417462;EL CARMELO 
1,26E+14;XDS1;DIESEL 1 34.5 KV;S/E DIESEL 1 34.5 KV;SANTIAGO DE CALI;SANTIAGO DE CALI, VAC;3,4554;-76,517679;DIESEL 1 
1,26E+14;XAMO;AMOYA 34.5 KV;S/E AMOYA 34.5 KV;CALDAS;CHAPARRAL, TOL;3,652619;-75,47805;AMOYA 
1,26E+14;SLC;LA CAMPIÑA 115 KV;S/E LA CAMPIÑA 115 KV;SANTIAGO DE CALI;SANTIAGO DE CALI, VAC;3,481904;-76,531337;LA CAMPIÑA 
1,26E+14;XTSA;TESALIA 220 KV;S/E TESALIA 220 KV;HUILA-RURAL;;2,330409;-75,867697;TESALIA 
1,26E+14;BQ;BOQUERON 34.5 KV;S/E BOQUERON 34.5 KV;KM 1 SALIDA  ANZOATEGUÍ;AMBALEMA, TOL;4,804108;-74,859341;BOQUERON 
1,26E+14;SB;SIMON BOLIVAR 34.5 KV;S/E SIMON BOLIVAR 34.5 KV;CIUDADELA SIMON BOLIVAR;IBAGUE, TOL;4,435794;-75,176564;SIMON BOLIVAR 
1,26E+14;PN;PLAYON 34.5 KV;S/E PLAYON 34.5 KV;CARRETERA CHAPARRAL PLANADAS;PLANADAS, TOL;3,231606;-75,638161;PLAYON 
1,26E+14;LI;LIBANO 34.5 KV;S/E LIBANO 34.5 KV;BARRIO JARAMILLO;LIBANO, TOL;4,920358;-75,062283;LIBANO 
1,26E+14;PU;PURIFICACION 34.5 KV;S/E PURIFICACION 34.5 KV;AV PRINCIPAL BARRIO LA MIEL;PURIFICACION, TOL;3,855714;-74,938106;PURIFICACION 
1,26E+14;MOR;EL MORRO 34.5 KV;S/E EL MORRO 34.5 KV;BUGA -SUB EL MORRO;GUADALAJARA DE BUGA, VAC;3,894511;-76,295341;EL MORRO 
1,26E+14;GCH;GUACHAL 115 KV;S/E GUACHAL 115 KV;VALLE-PALMIRA;PALMIRA, VAC;3,558947;-76,466811;GUACHAL 
1,26E+14;XBCT;BACATA 500 KV;S/E BACATA 500 KV;CUNDINAMARCA;;4,798808;-74,178194;BACATA
1,26E+14;PAEZ;PAEZ 220 KV;S/E PAEZ 220 KV;CALOTO CAUCA;SANTIAGO DE CALI, VAC;3,427077;-76,468533;PAEZ 
1,26E+14;XLDR;LADERA 34.5 KV;S/E LADERA 34.5 KV;VALLE-SANTIAGO DE CALI;SANTIAGO DE CALI, VAC;3,412176;-76,563644;LADERA 
1,26E+14;XIBG;IBAGUE 220 KV;S/E IBAGUE 220 KV;TOLIMA-IBAGUE;IBAGUE, TOL;4,403198;-75,173083;IBAGUE 
1,26E+14;ALC;ALCALA 34.5 KV;S/E ALCALA 34.5 KV;KM 1 VIA CARTAGO;ALCALA, VAC;4,678359;-75,793169;ALCALA 
1,26E+14;CRC;COSTA RICA 34.5 KV;S/E COSTA RICA 34.5 KV;VALLE-GINEBRA;GINEBRA, VAC;3,721434;-76,279869;COSTA RICA 
1,26E+14;RJD;RIO JAMUNDI 34.5 KV;S/E RIO JAMUNDI 34.5 KV;VALLE - JAMUNDI;JAMUNDI, VAC;3,276642;-76,532464;RIO JAMUNDI 
1,26E+14;CSY;CELSIA SOLAR YUMBO 34.5 KV;S/E CELSIA SOLAR YUMBO 34.5 KV;VALLE-YUMBO;YUMBO, VAC;3,555914;-76,500015;CELSIA SOLAR YUMBO 
1,26E+14;TEM;TERMOEMCALI 115 KV;S/E TERMOEMCALI 115 KV;CGTO DE PILES;PALMIRA, VAC;3,55978;-76,46757;TERMOEMCALI 
1,26E+14;AF1;ALFEREZ I 115 KV;S/E ALFEREZ I 115 KV;SANTIAGO DE CALI-CGTO EL HORMIGUERO;SANTIAGO DE CALI, VAC;3,328063;-76,51291;ALFEREZ I 
1,26E+14;UNI;LA UNION 34.5 KV;S/E LA UNION 34.5 KV;LA UNION;LA UNION, VAC;4,532685;-76,062131;LA UNION 
1,26E+14;DOV;EL DOVIO 34.5 KV;S/E EL DOVIO 34.5 KV;MPIO DE EL DOVIO-CGTO LA ESPERANZA;EL DOVIO, VAC;4,499217;-76,221284;EL DOVIO 
1,26E+14;INC;INCAUCA 34.5 KV;S/E INCAUCA 34.5 KV;INGENIO CAUCA;MIRANDA, CAU;3,275466;-76,318147;INCAUCA 
1,26E+14;AMA;AMAIME 34.5 KV;S/E AMAIME 34.5 KV;PALMIRA;PALMIRA, VAC;3,599261;-76,270923;AMAIME 
1,26E+14;XALT;ALTAMIRA 220 KV;S/E ALTAMIRA 220 KV;HUILA;;2,069558;-75,78764;ALTAMIRA 
1,26E+14;NM2;NIMA 2 13.2 KV;S/E NIMA 2 13.2 KV;PALMIRA - CGTO LA ZAPATA;PALMIRA, VAC;3,545978;-76,202054;NIMA 2 
1,26E+14;SBA;SANTA BARBARA 115 KV;S/E SANTA BARBARA 115 KV;PALMIRA;PALMIRA, VAC;3,527901;-76,322259;SANTA BARBARA 
1,26E+14;YOT;YOTOCO 34.5 KV;S/E YOTOCO 34.5 KV;222 KM 52 CTRA YOTOCO A MEDIACANOA;YOTOCO, VAC;3,882456;-76,374406;YOTOCO 
1,26E+14;XESM;ESMERALDA 220 KV;S/E ESMERALDA 220 KV;CALDAS -CHINCHINA;CHINCHINA, CAL;5,032461;-75,736368;ESMERALDA 
1,26E+14;RGD;RIO GRANDE 110 KV;S/E RIO GRANDE 110 KV;DPTO ANTOQUIA;MEDELLIN, ANT;4,890758;-75,964486;RIO GRANDE
1,26E+14;SPA;SPIAD 34.5 KV;S/E SPIAD 34.5 KV;Buenaventura - PENINSULA AGUADULCE;BUENAVENTURA, VAC;3,905242;-77,07731;SPIAD 
1,26E+14;PRP;PROPAL 115 KV;S/E PROPAL 115 KV;VALLE-YUMBO;YUMBO, VAC;3,547913;-76,499806;PROPAL 
1,26E+14;SUC;SUCROMILES 115 KV;S/E SUCROMILES 115 KV;VALLE-PALMIRA;PALMIRA, VAC;3,51529;-76,343403;SUCROMILES 
1,26E+14;ALB;ALBAN 34.5 KV;S/E ALBAN 34.5 KV;EL CAIRO;EL CAIRO, VAC;4,803566;-76,16721;ALBAN 
1,26E+14;CCR;EL CRUCERO 34.5 KV;S/E EL CRUCERO 34.5 KV;CANDELARIA;CANDELARIA, VAC;3,395183;-76,352704;EL CRUCERO 
1,26E+14;VIN;EL VINCULO 34.5 KV;S/E EL VINCULO 34.5 KV;BUGA;GUADALAJARA DE BUGA, VAC;3,818946;-76,320066;EL VINCULO 
1,26E+14;XQMB;QUIMBO 220 KV;S/E QUIMBO 220 KV;HUILA-RURAL;;2,458318;-75,567053;QUIMBO 
1,26E+14;CUC;CUCUANA 115 KV;S/E CUCUANA 115 KV;TOLIMA -IBAGUE;RONCESVALLES, TOL;4,013;-75,522777;CUCUANA 
1,26E+14;VTO;LA VICTORIA 34.5 KV;S/E LA VICTORIA 34.5 KV;LA VICTORIA;LA VICTORIA, VAC;4,524044;-76,01887;LA VICTORIA 
1,26E+14;JU2;JUANCHITO 220 KV;S/E JUANCHITO 220 KV;SANTIAGO DE CALI;SANTIAGO DE CALI, VAC;3,428755;-76,467926;JUANCHITO 
1,26E+14;FR;FRESNO 34.5 KV;S/E FRESNO 34.5 KV;CARRETERA NACIONAL, VARIANTE,;FRESNO, TOL;5,154382;-75,033509;FRESNO 
1,26E+14;ME;MELGAR 34.5 KV;S/E MELGAR 34.5 KV;ZONA URBANA;MELGAR, TOL;4,202937;-74,639095;MELGAR 
1,26E+14;OR;ORTEGA 34.5 KV;S/E ORTEGA 34.5 KV;VIA A CHAPARRAL;ORTEGA, TOL;3,930611;-75,220467;ORTEGA 
1,26E+14;RB;RIOBLANCO 34.5 KV;S/E RIOBLANCO 34.5 KV;CAMINO VEREDAL;RIOBLANCO, TOL;3,533525;-75,645062;RIOBLANCO 
1,26E+14;VN;VENTANA 34.5 KV;S/E VENTANA 34.5 KV;CHICORAL POR EL CANAL;ESPINAL, TOL;4,241369;-74,999453;VENTANA 
1,26E+14;LA;LANCEROS 115 KV;S/E LANCEROS 115 KV;CARRETERA A CARMEN  APICALÁ;MELGAR, TOL;4,199061;-74,701611;LANCEROS 
1,26E+14;TVL;TERMOVALLE 115 KV;S/E TERMOVALLE 115 KV;VALLE-PALMIRA;PALMIRA, VAC;3,565409;-76,453871;TERMOVALLE 
1,26E+14;NIM;NIMA 1 34.5 KV;S/E NIMA 1 34.5 KV;PALMIRA;PALMIRA, VAC;3,548157;-76,217496;NIMA 1 
1,26E+14;ATU;CH ALTO TULUA 34.5 KV;S/E CH ALTO TULUA 34.5 KV;TULUA CGTO MONTELORO;TULUA, VAC;3,911258;-76,08495;CH ALTO TULUA 
1,26E+14;ALT;ALTO ANCHICAYA 220 KV;S/E ALTO ANCHICAYA 220 KV;VALLE-BUENAVENTURA;BUENAVENTURA, VAC;3,608552;-76,89162;ALTO ANCHICAYA 
1,26E+14;NOR;NORTE 34.5 KV;S/E NORTE 34.5 KV;PALMIRA;PALMIRA, VAC;3,538907;-76,295796;NORTE 
1,26E+14;ARG;LA ARGELIA 34.5 KV;S/E LA ARGELIA 34.5 KV;ARGELIA;VERSALLES, VAC;4,648618;-76,134564;LA ARGELIA 
1,26E+14;GU;GUAMO 34.5 KV;S/E GUAMO 34.5 KV;CARRETRA, SALIDA A SAN LUIS;GUAMO, TOL;4,034003;-74,97583;GUAMO 
1,26E+14;SP;SANTIAGO PEREZ 34.5 KV;S/E SANTIAGO PEREZ 34.5 KV;CERCA AL HOSPITAL;ATACO, TOL;3,398938;-75,604415;SANTIAGO PEREZ 
1,26E+14;SU;SANTA LUCIA 34.5 KV;S/E SANTA LUCIA 34.5 KV;CARRETERA COYAIMA -CHAPARRAL;ORTEGA, TOL;3,786382;-75,250511;SANTA LUCIA 
1,26E+14;SM;SAN MIGUEL 34.5 KV;S/E SAN MIGUEL 34.5 KV;VIA CASTILLA-NATAGAIMA;COYAIMA, TOL;3,765111;-75,073522;SAN MIGUEL 
1,26E+14;SL;SALDAÑA 34.5 KV;S/E SALDAÑA 34.5 KV;ZONA URBANA, CANAL DE RIEGO;SALDANA, TOL;3,922242;-75,017172;SALDAÑA 
1,26E+14;PR;PRADO DISTRIBUCION 34.5 KV;S/E PRADO DISTRIBUCION 34.5 KV;ENTRADA HIDROPRADO;PRADO, TOL;3,753477;-74,894196;PRADO DISTRIBUCION 
1,26E+14;HE;HERVEO 34.5 KV;S/E HERVEO 34.5 KV;ZONA URBANA, CERCA A ESCUELA;HERVEO, TOL;5,084981;-75,176233;HERVEO 
1,26E+14;IC;ICONONZO 34.5 KV;S/E ICONONZO 34.5 KV;SUBESTACION ICONONZO;ICONONZO, TOL;4,176918;-74,534514;ICONONZO 
1,26E+14;HV;HATO VIEJO 34.5 KV;S/E HATO VIEJO 34.5 KV;VIA LAS SEÑORITAS-CHAPARRAL;ATACO, TOL;3,480368;-75,533482;HATO VIEJO 
1,26E+14;CA;CARMEN DE APICALA 34.5 KV;S/E CARMEN DE APICALA 34.5 KV;BARRIO ARENITAS;CARMEN DE APICALA, TOL;4,154156;-74,713303;CARMEN DE APICALA 
1,26E+14;DO;DOIMA 34.5 KV;S/E DOIMA 34.5 KV;BUENOS AIRES-HDA EL ACEITUNO;IBAGUE, TOL;4,357899;-75,051114;DOIMA 
1,26E+14;TOLIMA GRANDE;TOLIMA GRANDE 34.5 KV;S/E TOLIMA GRANDE 34.5 KV;AMARRE DE USUARIOS ESPECIALES;IBAGUE, TOL;4,540127;-75,541723;TOLIMA GRANDE 
1,26E+14;XLNE;LA ENEA 115 KV;S/E LA ENEA 115 KV;CALDAS-R;VILLAMARIA, CAL;5,019497;-75,457213;LA ENEA 
1,26E+14;XHMS;LA HERMOSA 115 KV;S/E LA HERMOSA 115 KV;PEREIRA;;4,876798;-75,630103;LA HERMOSA 
1,26E+14;JRC;JERICO 13.2 KV;S/E JERICO 13.2 KV;DPTO ANTOQUIA-MPIO DE JERICO;MEDELLIN, ANT;4,892766;-75,968024;JERICO 
1,26E+14;ASN;ANSERMANUEVO 34.5 KV;S/E ANSERMANUEVO 34.5 KV;VALLE-ANSERMANUEVO;ANSERMANUEVO, VAC;4,822782;-75,98489;ANSERMANUEVO 
1,26E+14;PRV;PROVIDENCIA 115 KV;S/E PROVIDENCIA 115 KV;VALLE-EL CERRITO;EL CERRITO, VAC;3,63598;-76,287293;PROVIDENCIA 
1,26E+14;MAY;MAYAGUEZ 115 KV;S/E MAYAGUEZ 115 KV;INGENIO  MAYAGUEZ;CANDELARIA, VAC;3,398599;-76,328852;MAYAGUEZ 
1,26E+14;TAB;EL TABOR 115 KV;S/E EL TABOR 115 KV;BUENAVENTURA;BUENAVENTURA, VAC;3,884476;-77,059245;EL TABOR 
1,26E+14;PBL;PALOBLANCO 34.5 KV;S/E PALOBLANCO 34.5 KV;URB EL EDEN - BUGA;GUADALAJARA DE BUGA, VAC;3,922341;-76,293943;PALOBLANCO 
1,26E+14;PMS;PALMASECA 115 KV;S/E PALMASECA 115 KV;VALLE PALMIRA-CGTO PALMASECA;PALMIRA, VAC;3,505298;-76,428439;PALMASECA 
1,26E+14;DAR;EL DARIEN 34.5 KV;S/E EL DARIEN 34.5 KV;790 KM 2 VIA EL DARIEN A PUENTE TIERRA;CALIMA EL DARIEN, VAC;3,948666;-76,471345;EL DARIEN 
1,26E+14;XBET;BETANIA 220 KV;S/E BETANIA 220 KV;HUILA;;2,708386;-75,432692;BETANIA 
1,26E+14;REC;EL RECREO 34.5 KV;S/E EL RECREO 34.5 KV;VALLE-PALMIRA;PALMIRA, VAC;3,516787;-76,299272;EL RECREO 
1,26E+14;SUN;LA UNION 115 KV;S/E LA UNION 115 KV;VALLE-LA UNION;LA UNION, VAC;4,527849;-76,068637;LA UNION 
1,26E+14;TYU;TERMOYUMBO 115 KV;S/E TERMOYUMBO 115 KV;VALLE-YUMBO;YUMBO, VAC;3,554809;-76,498374;TERMOYUMBO 
1,26E+14;XPUR;PURNIO 115 KV;S/E PURNIO 115 KV;CALDAS-RURAL;;5,423664;-74,7187;PURNIO 
1,26E+14;PO;EL PANDO 34.5 KV;S/E EL PANDO 34.5 KV;CARRETERA CHAPARAL SAN ANTONIO;CHAPARRAL, TOL;3,781367;-75,548753;EL PANDO 
1,26E+14;HD;HIDROPRADO 115 KV;S/E HIDROPRADO 115 KV;PRADO;PRADO, TOL;3,754836;-74,891092;HIDROPRADO 
1,26E+14;LT;LETRAS 34.5 KV;S/E LETRAS 34.5 KV;ALTO DE LETRAS;HERVEO, TOL;5,04142;-75,321133;LETRAS 
1,26E+14;TU;TULUNI 115 KV;S/E TULUNI 115 KV;BARRIO CARMENZA ROCHA;CHAPARRAL, TOL;3,719353;-75,474544;TULUNI 
1,26E+14;AR;ARBOLEDA 34.5 KV;S/E ARBOLEDA 34.5 KV;HACIENDA EL ZORRO ARBOLEA;IBAGUE, TOL;4,387902;-75,150239;ARBOLEDA 
1,26E+14;CE;CHENCHE 34.5 KV;S/E CHENCHE 34.5 KV;VEREDA CHENCHE ASOLEADO;PURIFICACION, TOL;3,793187;-75,003234;CHENCHE 
1,26E+14;PY;PAYANDE 34.5 KV;S/E PAYANDE 34.5 KV;VIA SALIDA A IBAGUE;SAN LUIS, TOL;4,299964;-75,098836;PAYANDE 
1,26E+14;RE;HONDA REFUGIO 34.5 KV;S/E HONDA REFUGIO 34.5 KV;BARRIO EL REFUGIO;HONDA, TOL;5,218356;-74,735358;HONDA REFUGIO 
1,26E+14;GL;HONDA GUALI 34.5 KV;S/E HONDA GUALI 34.5 KV;CRA NACIONAL VTE A MARIQUITA;HONDA, TOL;5,204319;-74,750073;HONDA GUALI 
1,26E+14;AP;ALVARADO 34.5 KV;S/E ALVARADO 34.5 KV;ZONA URBANA;ALVARADO, TOL;4,567447;-74,951428;ALVARADO 
1,26E+14;AL;ALPUJARRA 34.5 KV;S/E ALPUJARRA 34.5 KV;ZONA URBANA;ALPUJARRA, TOL;3,385214;-74,936008;ALPUJARRA 
1,26E+14;BARAYA;BARAYA 34.5 KV;S/E BARAYA 34.5 KV;HUILA;;3,276905;-74,947429;BARAYA 
1,26E+14;CV;CALDAS VIEJO 34.5 KV;S/E CALDAS VIEJO 34.5 KV;CARRET AN ALVARADO - VENADILLO;ALVARADO, TOL;4,604957;-74,931676;CALDAS VIEJO 
1,26E+14;ES;ESPINAL 34.5 KV;S/E ESPINAL 34.5 KV;ZONA URBANA CRA 3 CON CALLE 11;ESPINAL, TOL;4,152356;-74,888424;ESPINAL 
1,26E+14;HI;HILARCO 34.5 KV;S/E HILARCO 34.5 KV;VDA HILARCO SALIDA POR CHENCHE;PURIFICACION, TOL;3,782958;-74,978325;HILARCO 
1,26E+14;CO;COELLO 34.5 KV;S/E COELLO 34.5 KV;PUERTA BLANCA;COELLO, TOL;4,236244;-74,895155;COELLO 
1,26E+14;OH;OLAYA HERRERA 34.5 KV;S/E OLAYA HERRERA 34.5 KV;VIA ORTEGA-CHAPARRAL;ORTEGA, TOL;3,81591;-75,328099;OLAYA HERRERA 
1,26E+14;RO;ROVIRA 34.5 KV;S/E ROVIRA 34.5 KV;ZONA URBANA;ROVIRA, TOL;4,233578;-75,239175;ROVIRA 
1,26E+14;AM;AMBALEMA 34.5 KV;S/E AMBALEMA 34.5 KV;SALIDA A LA HACIENDA PAJONALES;AMBALEMA, TOL;4,7837;-74,7747;AMBALEMA 
1,26E+14;CS;CASTILLA 34.5 KV;S/E CASTILLA 34.5 KV;CARRETERA CASTILLA - COYAIMA;COYAIMA, TOL;3,821211;-75,067639;CASTILLA 
1,26E+14;ENEA;ENEA 34.5 KV;S/E ENEA 34.5 KV;ENEA - CHEC;MANIZALES, CAL;5,018594;-75,357751;ENEA 
1,26E+14;PD;PADUA 34.5 KV;S/E PADUA 34.5 KV;SALIDA POR CAMINO VEREDAL,;HERVEO, TOL;5,130811;-75,141758;PADUA 
1,26E+14;SF;SAN FELIPE 115 KV;S/E SAN FELIPE 115 KV;CARRETERA NACIONAL A FALAN;ARMERO GUAYABAL, TOL;5,124353;-74,901103;SAN FELIPE 
1,26E+14;CDZ;CODAZZI 115 KV;S/E CODAZZI 115 KV;PALMIRA;PALMIRA, VAC;3,520667;-76,277037;CODAZZI 
1,26E+14;SVJ;VIJES 115 KV;S/E VIJES 115 KV;132 KM 27 CTRA VIJES A YOTOCO;VIJES, VAC;3,69396;-76,436361;VIJES 
1,26E+14;SEV;SEVILLA 34.5 KV;S/E SEVILLA 34.5 KV;VALLE-SEVILLA;SEVILLA, VAC;4,273933;-75,931285;SEVILLA 
1,26E+14;CST7;CELSIA SOLAR TULUA 13.2 KV;S/E CELSIA SOLAR TULUA 13.2 KV;PREDIO EL TABLA,VRDA MATEGUA-MPIO DE TULUA;TULUA, VAC;4,039566;-76,185934;CELSIA SOLAR TULUA 
1,26E+14;CST6;CELSIA SOLAR TULUA 34.5 KV;S/E CELSIA SOLAR TULUA 34.5 KV;PREDIO EL TABLA,VRDA MATEGUA-MPIO DE TULUA;TULUA, VAC;4,038077;-76,186033;CELSIA SOLAR TULUA 
1,26E+14;GUA;GUACARI 34.5 KV;S/E GUACARI 34.5 KV;GUACARI;GUACARI, VAC;3,758279;-76,33267;GUACARI 
1,26E+14;RFR2;RIOFRIO 2 34.5 KV;S/E RIOFRIO 2 34.5 KV;CGTO LAS PALMAS;RIOFRIO, VAC;4,165148;-76,322039;RIOFRIO 2 
1,26E+14;BIT;BITACO 34.5 KV;S/E BITACO 34.5 KV;483 KM 2 VIA DAGUA A BITACO DRV KM 28N;DAGUA, VAC;3,593095;-76,616324;BITACO 
1,26E+14;CAR;CARTAGO 220 KV;S/E CARTAGO 220 KV;SUB CARTAGO;CARTAGO, VAC;4,729445;-75,909264;CARTAGO 
1,26E+14;FAR;FARFAN 34.5 KV;S/E FARFAN 34.5 KV;TULUA;TULUA, VAC;4,086435;-76,211267;FARFAN 
1,26E+14;TUL;TULUA 115 KV;S/E TULUA 115 KV;TULUA;TULUA, VAC;4,078668;-76,174237;TULUA 
1,26E+14;LAG;EL LAGO 34.5 KV;S/E EL LAGO 34.5 KV;TULUA;TULUA, VAC;4,073133;-76,205557;EL LAGO 
1,26E+14;ERS;EL ROSARIO 34.5 KV;S/E EL ROSARIO 34.5 KV;Callejon La Esperanza,Cgto Tablones Palmira Valle;PALMIRA, VAC;3,613447;-76,201139;EL ROSARIO 
1,26E+14;SPE;SAN PEDRO 34.5 KV;S/E SAN PEDRO 34.5 KV;SAN PEDRO;SAN PEDRO, VAC;4,00376;-76,227548;SAN PEDRO 
1,26E+14;PNA;PANORAMA 34.5 KV;S/E PANORAMA 34.5 KV;RIOFRIO-CGTO PORTUGAL PIEDRAS;RIOFRIO, VAC;4,072848;-76,328086;PANORAMA 
1,26E+14;CRT;EL CERRITO 115 KV;S/E EL CERRITO 115 KV;EL CERRITO;EL CERRITO, VAC;3,685485;-76,325643;EL CERRITO 
1,26E+14;TL;TOLEMAIDA 34.5 KV;S/E TOLEMAIDA 34.5 KV;BASE TOLEMAIDA;NILO, CUN;4,238857;-74,649459;TOLEMAIDA 
1,26E+14;PA;PACOLI 34.5 KV;S/E PACOLI 34.5 KV;VEREDA TORCA;CARMEN DE APICALA, TOL;4,225339;-74,747225;PACOLI 
1,26E+14;SA;SAN ANTONIO 34.5 KV;S/E SAN ANTONIO 34.5 KV;ZONA URBANA;SAN ANTONIO, TOL;3,91584;-75,481781;SAN ANTONIO 
1,26E+14;AT;ATACO 34.5 KV;S/E ATACO 34.5 KV;ZONA URBANA, SALIDA A COYAIMA;ATACO, TOL;3,59528;-75,380675;ATACO 
1,26E+14;RR;RIO RECIO 34.5 KV;S/E RIO RECIO 34.5 KV;POBLACIÓN LA SIERRA, RR;LERIDA, TOL;4,79481;-74,93831;RIO RECIO 
1,26E+14;CU;CUNDAY 34.5 KV;S/E CUNDAY 34.5 KV;SALIDA AL CARMEN DE APICALA;CUNDAY, TOL;4,064019;-74,690019;CUNDAY 
1,26E+14;KP;KAPPA 115 KV;S/E KAPPA 115 KV;BARRIO CARMENZA ROCHA;ESPINAL, TOL;4,2099;-74,891146;KAPPA 
1,26E+14;GY;GUAYABAL 34.5 KV;S/E GUAYABAL 34.5 KV;CARRETERA NACIONAL SALIDA A MA;ARMERO GUAYABAL, TOL;5,036506;-74,886028;GUAYABAL 
1,26E+14;SI;SANTA ISABEL 34.5 KV;S/E SANTA ISABEL 34.5 KV;SALIDA A ANZOATEGUI, KM 1.;SANTA ISABEL, TOL;4,708025;-75,08909;SANTA ISABEL 
